year,month,country,type,flavor,location,unknown,masa,sales
2019,Apr,Mexico,Regular,Verde,Sur,206054370,Tamal mix,102.89
2020,Apr,Mexico,Regular,Verde,Sur,206054370,Tamal mix,0.00
2019,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,13659.21
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,77.98
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Sep,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,10711.75
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,29347.80
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,63053.89
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,36954.57
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,79516.88
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,38578.73
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,184308.53
2019,Jan,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,33676.65
2019,Mar,Mexico,Regular,Mole,Sur,206051447,Tamal mix,11594.54
2019,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,127380.58
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,17005.29
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,36681.23
2019,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,82931.54
2019,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,101753.55
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,144635.90
2019,Nov,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,399.96
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2872.14
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,1.20
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,120.53
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,14.16
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,9510.27
2020,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,12172.87
2020,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,3476.65
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,757395.31
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,27728.99
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,35831.64
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,67495.01
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,84316.87
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,33566.18
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,68941.38
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,40196.73
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,19267.00
2020,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,508784.04
2019,Dec,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,604537.24
2019,Dec,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Verde,Sur,206054370,Tamal mix,144.11
2020,Jan,Mexico,Regular,Cajeta,Sur,ABYT055818,Atole mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,233237.42
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,206544.37
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,111.75
2019,Sep,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.79
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,5490.66
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,5055.47
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,5392.74
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2028.88
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,28598.65
2019,Jan,Mexico,Regular,Mole,Sur,206051447,Tamal mix,27238.47
2019,May,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,May,Mexico,Regular,Mole,Sur,206051447,Tamal mix,12537.94
2019,May,Mexico,Regular,Mole,Sur,206051447,Tamal mix,134252.36
2019,May,Mexico,Regular,Mole,Sur,206051447,Tamal mix,20522.47
2019,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,14926.60
2019,Sep,Mexico,Regular,Mole,Sur,206051447,Tamal mix,129.62
2019,Sep,Mexico,Regular,Mole,Sur,206051447,Tamal mix,124877.23
2020,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,97454.02
2020,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,113579.42
2020,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,7695.49
2019,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,244585.45
2019,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,348.31
2019,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,652333.28
2019,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,22414.09
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,350681.98
2019,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,243.09
2019,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,46781.30
2019,Sep,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,872.16
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,13249.20
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,10.25
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,33058.95
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,21801.69
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,42786.17
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,177.88
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,23860.46
2020,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,18499.30
2020,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,14359.81
2020,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,14205.53
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,6738.12
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,479669.54
2020,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,577405.88
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,70.38
2019,Jun,Mexico,Regular,Verde,Sur,206054370,Tamal mix,163.69
2019,Oct,Mexico,Regular,Verde,Sur,206054370,Tamal mix,131.45
2019,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,3381.47
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,186825.84
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,4211.35
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,34559.99
2019,Nov,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2028.88
2019,Jan,Mexico,Regular,Cajeta,Sur,ABYT055818,Atole mix,0.00
2019,Nov,Mexico,Regular,Cajeta,Sur,ABYT055818,Atole mix,0.00
2019,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,86125.63
2019,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,79245.32
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,271.78
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,26848.96
2019,Sep,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,390977.86
2019,Sep,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,13039.34
2019,Sep,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jan,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,19512.15
2019,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,128570.96
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Sur,206051447,Tamal mix,27036.99
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,33485.03
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,11870.34
2020,Mar,Mexico,Regular,Mole,Sur,206051447,Tamal mix,11665.28
2020,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,19145.12
2019,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,138935.37
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,105648.06
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,121.94
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2.54
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,1739838.14
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,33688.24
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,50873.46
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,69361.39
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,22846.03
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,1117620.35
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,17662.62
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,11592.82
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Oct,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,216873.35
2020,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,233098.39
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,6935.89
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,10.57
2019,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,7897.32
2020,Jun,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2698.31
2020,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,2309.73
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,32151.09
2020,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,10268.76
2019,Mar,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,5760.13
2020,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,405282.43
2020,Feb,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,467424.04
2020,Apr,Mexico,Regular,Cajeta,Sur,ABYT055818,Atole mix,477.21
2019,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,May,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,24018.81
2019,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Sur,206051447,Tamal mix,436.08
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,38328.99
2020,Jun,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,5127.92
2019,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,35607.61
2019,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,385698.89
2019,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,339201.88
2019,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,333.49
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,1350019.41
2019,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,111699.95
2019,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,1499227.92
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,30769.66
2019,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,26570.62
2019,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,486974.29
2019,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Sep,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,30243.04
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2019,Dec,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,4425.18
2019,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,13244.27
2019,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,Jan,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,246401.23
2020,Feb,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,121285.66
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,47173.79
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,33155.67
2020,Apr,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,33.76
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,10831.90
2020,Jun,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,8140.74
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,15315.63
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,25286.12
2020,Aug,Mexico,Regular,Dulce,Sur,206050084,Tamal mix,682305.56
2020,Feb,Mexico,Regular,Cajeta,Sur,ABYT055818,Atole mix,1126.60
2019,Dec,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,31315.42
2020,Jan,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2020,May,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Jul,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Sur,ABYT057271,Atole mix,77.99
2019,Feb,Mexico,Regular,Verde,Sur,206054370,Tamal mix,141.17
2019,Mar,Mexico,Regular,Verde,Sur,206054370,Tamal mix,192.37
2019,May,Mexico,Regular,Verde,Sur,206054370,Tamal mix,137.53
2019,Oct,Mexico,Regular,Verde,Sur,206054370,Tamal mix,0.00
2020,Feb,Mexico,Regular,Verde,Sur,206054370,Tamal mix,0.00
2020,Aug,Mexico,Regular,Verde,Sur,206054370,Tamal mix,21.81
2019,Jan,Mexico,Regular,Mole,Sur,206051447,Tamal mix,14703.06
2019,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Apr,Mexico,Regular,Mole,Sur,206051447,Tamal mix,38410.71
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,39980.99
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Jul,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,18501.94
2019,Aug,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Sep,Mexico,Regular,Mole,Sur,206051447,Tamal mix,137152.50
2019,Sep,Mexico,Regular,Mole,Sur,206051447,Tamal mix,6519.67
2019,Oct,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Sur,206051447,Tamal mix,1.41
2020,Jan,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,9057.90
2020,Feb,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
2020,Mar,Mexico,Regular,Mole,Sur,206051447,Tamal mix,0.00
