year,month,country,type,flavor,location,unknown,masa,sales
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,32706.35
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,71508.03
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Nov,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,176450.83
2019,Dec,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1110.58
2019,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,199087.58
2019,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,338.69
2019,Sep,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Sep,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Oct,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Dec,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,5778.79
2019,Dec,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,2341.32
2020,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,17344.45
2020,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,3237.41
2020,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-0.79
2019,Apr,Mexico,Regular,Verde,Norte,206054370,Tamal mix,0.00
2019,Jul,Mexico,Regular,Verde,Norte,206054370,Tamal mix,41.22
2020,Apr,Mexico,Regular,Verde,Norte,206054370,Tamal mix,24.83
2020,Jul,Mexico,Regular,Verde,Norte,206054370,Tamal mix,137.66
2019,Oct,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,9600.59
2020,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-0.11
2020,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,10092.80
2019,Dec,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Dec,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,250456.89
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4078.98
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,35.84
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10.50
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1218.79
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,77191.31
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1382.96
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,80329.25
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,672.42
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,65.81
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,911.81
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,4775.80
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,16655.82
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,13.55
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10039.20
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2028.46
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,422.90
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,79645.93
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,50036.38
2020,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,38381.08
2020,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,483.97
2020,Mar,Mexico,Low-Calorie,Verde,Norte,206054370,Tamal mix,4421.27
2019,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,214.20
2019,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,702.18
2019,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-115.31
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2421.64
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4810.27
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,3977.72
2019,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2091.65
2019,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2665.45
2019,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,8008.26
2019,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1320.36
2019,Sep,Mexico,Regular,Mole,Norte,206051447,Tamal mix,8297.01
2019,Sep,Mexico,Regular,Mole,Norte,206051447,Tamal mix,9005.23
2019,Sep,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1604.06
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Norte,206051447,Tamal mix,43.19
2019,Nov,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Dec,Mexico,Regular,Mole,Norte,206051447,Tamal mix,8849.24
2019,Dec,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Dec,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4635.44
2020,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,328.62
2020,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1211.44
2020,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1.50
2020,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1721.38
2020,Jul,Mexico,Regular,Mole,Norte,206051447,Tamal mix,930.33
2020,Jul,Mexico,Regular,Mole,Norte,206051447,Tamal mix,7254.32
2020,Jul,Mexico,Regular,Mole,Norte,206051447,Tamal mix,20178.83
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2475.47
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1822.49
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,397.85
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,7163.12
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1133.12
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1380.50
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,8.45
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,189506.72
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,41.22
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,14669.03
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-220.98
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.75
2019,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4707.64
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2020.01
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,100401.18
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,13455.30
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,32987.73
2020,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,22073.17
2019,Sep,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jan,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jan,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-0.53
2020,Jan,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,4392.57
2020,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Oct,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,4846.07
2020,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,6697.25
2019,Nov,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,52.48
2019,Nov,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,34420.37
2019,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,24113.03
2019,Sep,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Dec,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.74
2020,Jan,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.21
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Mar,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Dec,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2264.78
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1134.77
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,12059.71
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,14797.47
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,718.83
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,96.16
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,194974.21
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6382.48
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,46288.37
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6821.18
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,165772.83
2020,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,202213.58
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,38236.08
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,913.79
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,42981.68
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,164471.67
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2051.66
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10693.36
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,7453.33
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,13746.53
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,13579.89
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,13363.68
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,10160.27
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,11811.35
2020,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,25806.98
2020,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,17333.13
2020,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,61.29
2020,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,28496.43
2019,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,981.95
2019,Mar,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-46.51
2019,Mar,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,-103.68
2019,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Sep,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,1668.90
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,7187.74
2020,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,8.45
2020,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Jan,Mexico,Regular,Verde,Norte,206054370,Tamal mix,0.24
2019,Feb,Mexico,Regular,Verde,Norte,206054370,Tamal mix,30.30
2019,Jun,Mexico,Regular,Verde,Norte,206054370,Tamal mix,0.00
2020,Feb,Mexico,Regular,Verde,Norte,206054370,Tamal mix,0.00
2020,Mar,Mexico,Regular,Verde,Norte,206054370,Tamal mix,48.18
2020,Jul,Mexico,Regular,Verde,Norte,206054370,Tamal mix,29.30
2019,May,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,0.00
2019,Oct,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,0.00
2019,Nov,Mexico,Regular,Cajeta,Norte,ABYT055818,Atole mix,839.59
2019,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,48864.11
2019,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,52171.25
2020,Jan,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,55778.64
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Feb,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Mar,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,1170.44
2020,Jun,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Apr,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,5053.36
2019,May,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2020,Jul,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,0.00
2019,Aug,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,2.11
2019,Nov,Mexico,Regular,Arroz,Norte,ABYT057271,Atole mix,44.73
2019,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2273.30
2019,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1406.72
2019,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,-0.01
2019,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Jul,Mexico,Regular,Mole,Norte,206051447,Tamal mix,792.12
2019,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4997.89
2019,Oct,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2019,Nov,Mexico,Regular,Mole,Norte,206051447,Tamal mix,144.18
2019,Dec,Mexico,Regular,Mole,Norte,206051447,Tamal mix,1806.27
2020,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,3360.69
2020,Jan,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Feb,Mexico,Regular,Mole,Norte,206051447,Tamal mix,5044.38
2020,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Mar,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Apr,Mexico,Regular,Mole,Norte,206051447,Tamal mix,4519.55
2020,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2401.55
2020,May,Mexico,Regular,Mole,Norte,206051447,Tamal mix,0.00
2020,Jun,Mexico,Regular,Mole,Norte,206051447,Tamal mix,23719.65
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,416.34
2020,Aug,Mexico,Regular,Mole,Norte,206051447,Tamal mix,2622.05
2019,Jan,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,-423.47
2019,Feb,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3309.62
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,6883.92
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,104.40
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,23611.17
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Mar,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3034.78
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Apr,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2143.39
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,40273.46
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,161176.49
2019,May,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,25730.21
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,25499.34
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,381688.89
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jun,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Jul,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,20892.69
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,7260.69
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,3573.26
2019,Aug,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,19925.15
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,2493.68
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,21628.74
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,1936.51
2019,Sep,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,0.00
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,30079.32
2019,Oct,Mexico,Regular,Dulce,Norte,206050084,Tamal mix,80.77
