region_id,product_id,year,month,sales,type,vendor,flavor,manufacturer,country,location
446676598784,360777252864,2019,Jul,667693.56,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2018,Nov,546293.68,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2018,Jun,758807.40,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2019,Nov,139440.82,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2018,Dec,673008.26,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2018,May,601867.20,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2018,Sep,781941.04,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2019,Aug,695514.26,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,360777252864,2019,Jan,539376.89,Regular,Atole mix Cajeta,Atole mix Cajeta,Tamales Inc,Mexico,Norte
446676598784,481036337152,2020,Feb,22548800.80,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Oct,19689640.47,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2020,May,16357589.48,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Nov,21919473.05,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Jun,22724483.85,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Jan,16189252.53,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Jul,18439764.12,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Jan,20280245.52,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Apr,21452016.73,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Jun,29045302.13,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Jul,22519853.72,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Mar,20861985.77,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Dec,23358521.13,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Sep,25435728.65,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2020,Apr,17347517.53,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Oct,21148504.52,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,May,22570184.13,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Dec,28259284.74,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Feb,20930189.57,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Feb,16770544.05,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Aug,19941880.67,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2020,Jan,23781016.54,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Nov,19400816.42,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,Apr,18324985.11,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Sep,27836405.09,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Mar,25552233.01,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2019,Aug,22894589.55,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2018,May,18185127.06,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
446676598784,481036337152,2020,Mar,27824576.79,Regular,Tameles doña chona -Piña,Tameles doña chona -Piña,Tamales Inc,Mexico,Norte
