region_id,product_id,year,month,sales,type,vendor,flavor,manufacturer,country,location
446676598784,833223655424,2020,Mar,25009025.56,Regular,Tamal mix Verde,Tamal mix Verde,Tamales Inc,Mexico,Norte
446676598784,833223655424,2020,May,15594724.64,Regular,Tamal mix Verde,Tamal mix Verde,Tamales Inc,Mexico,Norte
446676598784,833223655424,2018,May,20988177.68,Regular,Tamal mix Verde,Tamal mix Verde,Tamales Inc,Mexico,Norte
446676598784,833223655424,2020,Jan,21444517.04,Regular,Tamal mix Verde,Tamal mix Verde,Tamales Inc,Mexico,Norte
446676598784,833223655424,2018,Jun,26619169.79,Regular,Tamal mix Verde,Tamal mix Verde,Tamales Inc,Mexico,Norte
893353197568,996432412672,2018,Nov,6893.57,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,Centro
1151051235328,996432412672,2018,Aug,1.56,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,Jun,0.35,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Jun,69.85,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Feb,885.05,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,Feb,3.60,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2020,Mar,0.37,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2020,Apr,0.51,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,Apr,4.72,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Jul,7.13,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Dec,0.05,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2020,Jan,1.27,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2020,May,0.28,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,Oct,701.57,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Apr,6.75,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Nov,1.63,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Sep,0.05,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,Sep,1.34,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2018,May,0.21,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Mar,13.74,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,Oct,1.52,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
1151051235328,996432412672,2019,May,3.96,Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,E. Privados
996432412672,996432412672,2019,Aug,"",Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,""
996432412672,996432412672,2018,Mar,"",Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,""
996432412672,996432412672,2018,Jul,"",Regular,Tamal mix Mole,Tamal mix Mole,Tamales Inc,Mexico,""
